201502,5.8,6.9
201503,5.7,5.9
201504,5.1,5.7
201505,5.3,6.2
201507,6.7,8.2
201508,6.5,7.2
201509,7.4,10.5
201510,5.7,6.2
201511,7.9,5.9
201512,8.0,8.1
201601,6.2,11.9
201602,8.4,7.9
201603,6.3,8.1
201604,6.1,7.6
201605,5.2,6.6
201606,8.4,8.1
201607,6.6,9.2
201608,7.6,7.5
201609,4.9,5.5
201610,4.3,4.3
