line_qual,Pres,T,T_err,Dust,Dust_err,H2Ovap,H2Ovap_err,H2Oice,H2Oice_err,CO2ice,CO2ice_err,Alt,Lat,Lon,Prof#
0,136.11,188.331,0.147,0.00052656,1.7415e-05,,,0.0011702,2.7858000000000003e-05,,,14.807,56.48,-103.917,21772
0,120.12,185.481,0.179,0.00069967,2.2095e-05,,,0.00068893,2.1503e-05,,,16.01,56.515,-103.859,21772
0,106.0,182.53400000000002,0.158,0.00092959,2.3446999999999998e-05,,,0.00020412,9.1382e-06,,,17.195999999999998,56.551,-103.803,21772
0,93.54700000000001,179.518,0.12300000000000001,0.0010275,2.1625e-05,,,5.1998999999999995e-05,2.8319e-06,,,18.364,56.585,-103.74600000000001,21772
0,82.555,176.457,0.111,0.00090589,2.0453e-05,,,1.9515e-05,1.3421e-06,,,19.514,56.62,-103.691,21772
0,72.854,173.394,0.134,0.00064891,2.222e-05,,,8.7862e-06,1.0485e-06,,,20.642,56.653,-103.63600000000001,21772
0,64.294,170.40599999999998,0.158,0.00044864,1.9206e-05,,,2.7457e-06,1.053e-06,,,21.753,56.687,-103.583,21772
0,56.739,167.579,0.16399999999999998,0.0003165,1.4687999999999999e-05,,,6.370399999999999e-07,1.0567e-06,,,22.845,56.718999999999994,-103.529,21772
0,50.071999999999996,164.955,0.174,0.00020368,1.2984000000000001e-05,,,2.0636999999999996e-07,1.0574e-06,,,23.92,56.751999999999995,-103.477,21772
0,44.188,162.55100000000002,0.20800000000000002,0.00010533,1.3752e-05,,,2.5028000000000004e-07,1.0566e-06,,,24.98,56.783,-103.425,21772
0,38.996,160.407,0.263,3.6122e-05,1.567e-05,,,2.5686000000000003e-06,8.9962e-06,,,26.026,56.815,-103.37299999999999,21772
0,34.414,158.627,0.313,8.1972e-06,1.3155e-05,,,1.6464e-05,3.3673e-05,,,27.06,56.846000000000004,-103.322,21772
0,30.37,157.303,0.355,1.8854e-06,6.1765e-06,,,4.5975e-05,4.837e-05,,,28.085,56.876999999999995,-103.271,21772
0,26.802,156.474,0.39899999999999997,4.807100000000001e-07,1.797e-06,,,6.268e-05,4.8516999999999996e-05,,,29.103,56.907,-103.221,21772
0,23.651999999999997,156.118,0.439,1.4579e-07,1.0383e-06,,,3.5493e-05,5.0177e-05,,,30.118000000000002,56.938,-103.17,21772
0,20.873,156.125,0.38,4.8391e-08,1.044e-06,,,7.9706e-06,4.6431e-05,,,31.133000000000003,56.968999999999994,-103.119,21772
0,18.42,156.347,0.28800000000000003,1.4969e-08,1.0488e-06,,,1.0866e-06,3.153e-05,,,32.148,56.998999999999995,-103.068,21772
0,16.256,156.675,0.233,5.4719e-09,1.0503e-06,,,2.0494e-07,1.4394000000000001e-05,,,33.167,57.03,-103.01700000000001,21772
0,14.345999999999998,157.053,0.223,2.9218e-09,1.0503e-06,,,4.8576e-08,4.9917e-06,,,34.188,57.06100000000001,-102.965,21772
0,12.66,157.464,0.247,2.4921999999999997e-09,1.0503e-06,,,1.1513e-08,1.6725e-06,,,35.211999999999996,57.092,-102.913,21772
0,11.173,157.917,0.218,2.4375e-09,1.0503e-06,,,2.0541999999999998e-09,1.0805e-06,,,36.24,57.123000000000005,-102.861,21772
0,9.8597,158.424,0.188,2.2767e-09,1.0503e-06,,,1e-09,1.0805e-06,,,37.271,57.155,-102.80799999999999,21772
0,8.7012,158.988,0.18,,,,,,,,,38.306999999999995,57.18600000000001,-102.755,21772
0,7.6788,159.608,0.218,,,,,,,,,39.347,57.218,-102.70100000000001,21772
0,6.7765,160.233,0.271,,,,,,,,,40.391,57.25,-102.647,21772
0,5.9802,160.76,0.295,,,,,,,,,41.44,57.282,-102.59299999999999,21772
0,5.2775,161.102,0.311,,,,,,,,,42.493,57.31399999999999,-102.538,21772
0,4.6574,161.205,0.34700000000000003,,,,,,,,,43.548,57.346000000000004,-102.48299999999999,21772
0,4.1101,161.101,0.41200000000000003,,,,,,,,,44.603,57.378,-102.428,21772
0,3.6272,160.89,0.384,,,,,,,,,45.658,57.411,-102.37200000000001,21772
0,3.201,160.654,0.365,,,,,,,,,46.711999999999996,57.443000000000005,-102.31700000000001,21772
0,2.8249,160.434,0.386,,,,,,,,,47.766000000000005,57.475,-102.26100000000001,21772
0,2.4929,160.24200000000002,0.46799999999999997,,,,,,,,,48.818000000000005,57.508,-102.205,21772
0,2.2,160.089,0.52,,,,,,,,,49.87,57.54,-102.149,21772
0,1.9415,160.001,0.502,,,,,,,,,50.922,57.573,-102.09200000000001,21772
0,1.7134,160.002,0.514,,,,,,,,,51.975,57.605,-102.035,21772
0,1.512,160.09799999999998,0.62,,,,,,,,,53.028,57.638000000000005,-101.979,21772
0,1.3344,160.25,0.713,,,,,,,,,54.083,57.67,-101.921,21772
0,1.1776,160.388,0.716,,,,,,,,,55.138999999999996,57.703,-101.86399999999999,21772
0,1.0392,160.457,0.722,,,,,,,,,56.196999999999996,57.736000000000004,-101.806,21772
0,0.9171,160.433,0.8340000000000001,,,,,,,,,57.256,57.769,-101.74799999999999,21772
0,0.80934,160.315,0.997,,,,,,,,,58.31399999999999,57.802,-101.69,21772
0,0.71424,160.101,1.008,,,,,,,,,59.373000000000005,57.835,-101.631,21772
0,0.63031,159.77200000000002,1.006,,,,,,,,,60.43,57.868,-101.573,21772
0,0.55625,159.31,1.09,,,,,,,,,61.485,57.901,-101.514,21772
0,0.49088999999999994,158.72899999999998,1.412,,,,,,,,,62.537,57.934,-101.455,21772
0,0.43321000000000004,158.127,1.5090000000000001,,,,,,,,,63.586999999999996,57.966,-101.396,21772
0,0.3823,157.623,1.5390000000000001,,,,,,,,,64.633,57.998999999999995,-101.337,21772
0,0.33738,157.274,1.651,,,,,,,,,65.676,58.032,-101.27799999999999,21772
0,0.29774,157.095,1.975,,,,,,,,,66.719,58.065,-101.219,21772
0,0.26275,157.086,2.1390000000000002,,,,,,,,,67.762,58.097,-101.15899999999999,21772
0,0.23188000000000003,157.291,2.097,,,,,,,,,68.806,58.13,-101.1,21772
0,0.20463,157.754,2.115,,,,,,,,,69.85300000000001,58.163000000000004,-101.04,21772
0,0.18059,158.468,2.338,,,,,,,,,70.904,58.196000000000005,-100.979,21772
0,0.15937,159.286,2.546,,,,,,,,,71.961,58.23,-100.91799999999999,21772
0,0.14064000000000002,159.94,2.523,,,,,,,,,73.024,58.263999999999996,-100.85600000000001,21772
0,0.12412000000000001,160.21200000000002,2.557,,,,,,,,,74.09100000000001,58.297,-100.794,21772
0,0.10953,160.03799999999998,2.887,,,,,,,,,75.158,58.331,-100.73100000000001,21772
0,0.096661,159.553,3.147,,,,,,,,,76.22399999999999,58.365,-100.66799999999999,21772
0,0.085303,158.977,3.2030000000000003,,,,,,,,,77.28699999999999,58.398999999999994,-100.605,21772
0,0.07528,158.44799999999998,3.32,,,,,,,,,78.347,58.433,-100.542,21772
0,0.066434,158.012,3.917,,,,,,,,,79.405,58.466,-100.479,21772
0,0.058628,157.662,4.39,,,,,,,,,80.46,58.5,-100.416,21772
0,0.051739,157.423,4.238,,,,,,,,,81.514,58.534,-100.353,21772
0,0.04566,157.346,4.1339999999999995,,,,,,,,,82.568,58.568000000000005,-100.289,21772
0,0.040293999999999996,157.43,4.433,,,,,,,,,83.62200000000001,58.601000000000006,-100.225,21772
0,0.03556,157.585,4.848,,,,,,,,,84.678,58.635,-100.161,21772
0,0.031381,157.657,4.599,,,,,,,,,85.736,58.669,-100.096,21772
0,0.027694,157.545,4.5089999999999995,,,,,,,,,86.79299999999999,58.703,-100.031,21772
0,0.02444,157.23,4.99,,,,,,,,,87.85,58.736999999999995,-99.96600000000001,21772
0,0.021568,156.776,5.974,,,,,,,,,88.905,58.771,-99.90100000000001,21772
0,0.019034,156.27200000000002,6.74,,,,,,,,,89.95700000000001,58.805,-99.836,21772
0,0.016797,155.776,7.41,,,,,,,,,91.007,58.839,-99.77,21772
0,0.014824,155.332,8.031,,,,,,,,,92.054,58.873000000000005,-99.704,21772
0,0.013082,,,,,,,,,,,93.09899999999999,58.907,-99.63799999999999,21772
0,0.011545,,,,,,,,,,,94.14299999999999,58.941,-99.572,21772
0,0.010188,,,,,,,,,,,95.185,58.975,-99.506,21772
0,0.0089909,,,,,,,,,,,96.226,59.00899999999999,-99.44,21772
0,0.0079345,,,,,,,,,,,97.26700000000001,59.043,-99.37299999999999,21772
0,0.0070021,,,,,,,,,,,98.30799999999999,59.077,-99.306,21772
0,0.0061794,,,,,,,,,,,99.34700000000001,59.111000000000004,-99.23899999999999,21772
0,0.0054533,,,,,,,,,,,100.387,59.145,-99.171,21772
0,0.0048125,,,,,,,,,,,101.427,59.178999999999995,-99.104,21772
0,0.004247,,,,,,,,,,,102.46600000000001,59.213,-99.036,21772
0,1878.9,,,,,,,,,,,,,,22125
0,1658.2,,,,,,,,,,,,,,22125
0,1463.3,,,,,,,,,,,,,,22125
0,1291.4,,,,,,,,,,,,,,22125
0,1139.6,,,,,,,,,,,,,,22125
0,1005.7,,,,,,,,,,,,,,22125
0,887.54,,,,,,,,,,,,,,22125
0,783.26,,,,,,,,,,,,,,22125
0,691.22,,,,,,,,,,,1.273,55.657,-158.616,22125
0,610.0,,,,,,,,,,,2.65,55.696999999999996,-158.553,22125
0,538.32,,,,,,,,,,,4.013999999999999,55.736000000000004,-158.491,22125
0,475.07,,,,,,,,,,,5.359,55.775,-158.429,22125
0,419.25,,,,,,,,,,,6.682,55.81399999999999,-158.368,22125
0,369.98,,,,,,,,,,,7.981,55.852,-158.308,22125
0,326.51,,,,,,,,,,,9.259,55.888999999999996,-158.248,22125
0,288.14,194.334,2.858,0.002016,7.7282e-05,,,3.799e-05,2.0648000000000003e-05,,,10.515999999999998,55.926,-158.189,22125
0,254.29,191.38400000000001,1.7380000000000002,0.0013144,7.5078e-05,,,5.7993999999999994e-05,3.2786e-05,,,11.752,55.961999999999996,-158.131,22125
0,224.41,188.825,0.632,0.00074301,4.8691000000000005e-05,,,0.00018411,7.607399999999999e-05,,,12.972000000000001,55.998000000000005,-158.07399999999998,22125
0,198.04,186.79,0.409,0.00040665,2.8094000000000002e-05,,,0.0004733,0.00011872,,,14.179,56.033,-158.017,22125
0,174.77,185.303,0.354,0.00024859,2.0686999999999997e-05,,,0.00081152,0.00012943,,,15.375,56.068000000000005,-157.96,22125
0,154.23,184.30900000000003,0.431,0.00020273,2.1659e-05,,,0.0010665,0.00010366,,,16.564,56.103,-157.903,22125
0,136.11,183.377,0.501,0.00022771,2.6951e-05,,,0.0011875,4.5965e-05,,,17.748,56.138000000000005,-157.847,22125
0,120.12,181.89700000000002,0.506,0.0002451,2.8636999999999997e-05,,,0.0013731,1.986e-05,,,18.925,56.173,-157.79,22125
0,106.0,179.61700000000002,0.535,0.0001941,2.6785e-05,,,0.0015002000000000001,1.487e-05,,,20.09,56.207,-157.734,22125
0,93.54700000000001,176.549,0.6809999999999999,9.714399999999999e-05,2.1544000000000002e-05,,,0.0013770999999999998,1.4068e-05,,,21.24,56.24100000000001,-157.679,22125
0,82.555,173.016,0.802,2.4789e-05,1.1722e-05,,,0.00097893,1.5138e-05,,,22.369,56.275,-157.624,22125
0,72.854,169.53900000000002,0.757,4.2565e-06,4.5113e-06,,,0.00060191,1.0875999999999999e-05,,,23.476,56.308,-157.57,22125
0,64.294,166.53599999999997,0.715,9.185799999999999e-07,1.6437e-06,,,0.00040791,8.7834e-06,,,24.561999999999998,56.34,-157.517,22125
0,56.739,164.148,0.716,2.3196999999999998e-07,1.0174e-06,,,0.00031873,7.7833e-06,,,25.631,56.372,-157.464,22125
0,50.071999999999996,162.362,0.636,6.2859e-08,1.0197e-06,,,0.00029483,8.5301e-06,,,26.686999999999998,56.403,-157.412,22125
0,44.188,161.077,0.322,1.226e-08,1.0219e-06,,,0.00030166,9.5601e-06,,,27.735,56.434,-157.361,22125
0,38.996,160.194,0.23399999999999999,2.4946999999999997e-09,1.0235e-06,,,0.00029639,8.809299999999999e-06,,,28.776,56.465,-157.309,22125
0,34.414,159.664,0.209,1e-09,1.0236e-06,,,0.00026678,8.1087e-06,,,29.813000000000002,56.496,-157.25799999999998,22125
0,30.37,159.46200000000002,0.23199999999999998,1e-09,1.0236e-06,,,0.00020968,8.121799999999999e-06,,,30.848000000000003,56.527,-157.20600000000002,22125
0,26.802,159.569,0.27399999999999997,1e-09,1.0236e-06,,,0.00013401,8.793300000000001e-06,,,31.884,56.558,-157.154,22125
0,23.651999999999997,159.961,0.252,1e-09,1.0236e-06,,,7.4751e-05,8.6229e-06,,,32.921,56.589,-157.102,22125
0,20.873,160.613,0.21100000000000002,1e-09,1.0236e-06,,,4.4087e-05,7.8893e-06,,,33.963,56.62,-157.049,22125
0,18.42,161.512,0.192,,,,,,,,,35.010999999999996,56.652,-156.996,22125
0,16.256,162.59799999999998,0.215,,,,,,,,,36.066,56.684,-156.94299999999998,22125
0,14.345999999999998,163.661,0.259,,,,,,,,,37.128,56.715,-156.889,22125
0,12.66,164.38,0.304,,,,,,,,,38.196999999999996,56.748000000000005,-156.834,22125
0,11.173,164.513,0.35700000000000004,,,,,,,,,39.269,56.78,-156.779,22125
0,9.8597,163.975,0.435,,,,,,,,,40.341,56.812,-156.724,22125
0,8.7012,162.931,0.48100000000000004,,,,,,,,,41.408,56.843999999999994,-156.66899999999998,22125
0,7.6788,161.733,0.491,,,,,,,,,42.468999999999994,56.876999999999995,-156.614,22125
0,6.7765,160.63299999999998,0.504,,,,,,,,,43.522,56.908,-156.559,22125
0,5.9802,159.745,0.542,,,,,,,,,44.57,56.94,-156.504,22125
0,5.2775,159.06,0.5920000000000001,,,,,,,,,45.613,56.972,-156.45,22125
0,4.6574,158.52700000000002,0.44,,,,,,,,,46.653,57.003,-156.395,22125
0,4.1101,158.144,0.382,,,,,,,,,47.691,57.035,-156.34,22125
0,3.6272,157.922,0.387,,,,,,,,,48.727,57.067,-156.285,22125
0,3.201,157.849,0.473,,,,,,,,,49.763000000000005,57.098,-156.23,22125
0,2.8249,157.85,0.5820000000000001,,,,,,,,,50.799,57.13,-156.175,22125
0,2.4929,157.799,0.601,,,,,,,,,51.836000000000006,57.161,-156.119,22125
0,2.2,157.60399999999998,0.635,,,,,,,,,52.872,57.193000000000005,-156.064,22125
0,1.9415,157.243,0.764,,,,,,,,,53.908,57.225,-156.00799999999998,22125
0,1.7134,156.832,0.961,,,,,,,,,54.941,57.256,-155.952,22125
0,1.512,156.63,1.091,,,,,,,,,55.973,57.288000000000004,-155.89600000000002,22125
0,1.3344,156.877,1.19,,,,,,,,,57.006,57.32,-155.839,22125
0,1.1776,157.683,1.331,,,,,,,,,58.043,57.352,-155.782,22125
0,1.0392,158.991,1.499,,,,,,,,,59.086999999999996,57.38399999999999,-155.725,22125
0,0.9171,160.536,1.4980000000000002,,,,,,,,,60.141000000000005,57.416000000000004,-155.667,22125
0,0.80934,162.029,1.431,,,,,,,,,61.206,57.449,-155.608,22125
0,0.71424,163.299,1.4409999999999998,,,,,,,,,62.281000000000006,57.483000000000004,-155.548,22125
0,0.63031,164.296,1.6669999999999998,,,,,,,,,63.364,57.516000000000005,-155.488,22125
0,0.55625,165.05599999999998,1.486,,,,,,,,,64.454,57.55,-155.42700000000002,22125
0,0.49088999999999994,165.56,1.304,,,,,,,,,65.548,57.583999999999996,-155.365,22125
0,0.43321000000000004,165.778,1.2690000000000001,,,,,,,,,66.646,57.618,-155.303,22125
0,0.3823,165.683,1.5319999999999998,,,,,,,,,67.745,57.652,-155.241,22125
0,0.33738,165.141,1.811,,,,,,,,,68.842,57.68600000000001,-155.178,22125
0,0.29774,163.892,1.966,,,,,,,,,69.934,57.72,-155.116,22125
0,0.26275,161.741,2.2680000000000002,,,,,,,,,71.016,57.754,-155.054,22125
0,0.23188000000000003,158.782,3.0069999999999997,,,,,,,,,72.081,57.787,-154.99200000000002,22125
0,0.20463,155.697,3.988,,,,,,,,,73.127,57.82,-154.93200000000002,22125
0,0.18059,153.475,4.874,,,,,,,,,74.155,57.852,-154.872,22125
0,0.15937,152.726,5.504,,,,,,,,,75.17399999999999,57.88399999999999,-154.812,22125
0,0.14064000000000002,153.533,5.907,,,,,,,,,76.195,57.916000000000004,-154.753,22125
0,0.12412000000000001,155.422,5.66,,,,,,,,,77.22399999999999,57.949,-154.692,22125
0,0.10953,157.732,5.05,,,,,,,,,78.268,57.982,-154.631,22125
0,0.096661,160.046,4.556,,,,,,,,,79.329,58.015,-154.56799999999998,22125
0,0.085303,162.184,4.598,,,,,,,,,80.404,58.049,-154.504,22125
0,0.07528,164.03099999999998,4.7219999999999995,,,,,,,,,81.494,58.083999999999996,-154.439,22125
0,0.066434,165.062,4.562,,,,,,,,,82.594,58.118,-154.373,22125
0,0.058628,164.74,4.712,,,,,,,,,83.698,58.153,-154.306,22125
0,0.051739,162.908,5.5,,,,,,,,,84.794,58.188,-154.24,22125
0,0.04566,160.139,6.456,,,,,,,,,85.876,58.223,-154.174,22125
0,0.040293999999999996,157.385,6.877999999999999,,,,,,,,,86.94,58.256,-154.109,22125
0,0.03556,155.227,7.397,,,,,,,,,87.98899999999999,58.29,-154.045,22125
0,0.031381,153.8,8.759,,,,,,,,,89.02600000000001,58.323,-153.981,22125
0,0.027694,152.907,10.501,,,,,,,,,90.056,58.356,-153.917,22125
0,0.02444,152.317,11.790999999999999,,,,,,,,,91.081,58.388999999999996,-153.85299999999998,22125
0,0.021568,151.922,12.824000000000002,,,,,,,,,92.104,58.422,-153.79,22125
0,0.019034,151.665,13.722000000000001,,,,,,,,,93.125,58.45399999999999,-153.726,22125
0,0.016797,,,,,,,,,,,94.146,58.486999999999995,-153.662,22125
0,0.014824,,,,,,,,,,,95.166,58.52,-153.597,22125
0,0.013082,,,,,,,,,,,96.186,58.553000000000004,-153.533,22125
0,0.011545,,,,,,,,,,,97.206,58.586000000000006,-153.468,22125
0,0.010188,,,,,,,,,,,98.226,58.619,-153.403,22125
0,0.0089909,,,,,,,,,,,99.24700000000001,58.652,-153.33700000000002,22125
0,0.0079345,,,,,,,,,,,100.26799999999999,58.685,-153.27100000000002,22125
0,0.0070021,,,,,,,,,,,101.29,58.718,-153.205,22125
0,0.0061794,,,,,,,,,,,102.311,58.751000000000005,-153.139,22125
0,0.0054533,,,,,,,,,,,103.334,58.784,-153.072,22125
0,0.0048125,,,,,,,,,,,104.35600000000001,58.817,-153.005,22125
0,0.004247,,,,,,,,,,,105.37899999999999,58.851000000000006,-152.938,22125
0,1878.9,,,,,,,,,,,,,,22495
0,1658.2,,,,,,,,,,,,,,22495
0,1463.3,,,,,,,,,,,,,,22495
0,1291.4,,,,,,,,,,,,,,22495
0,1139.6,,,,,,,,,,,,,,22495
0,1005.7,,,,,,,,,,,,,,22495
0,887.54,,,,,,,,,,,,,,22495
0,783.26,,,,,,,,,,,,,,22495
0,691.22,,,,,,,,,,,1.247,56.863,144.188,22495
0,610.0,,,,,,,,,,,2.615,56.903999999999996,144.249,22495
0,538.32,,,,,,,,,,,3.9730000000000003,56.945,144.309,22495
0,475.07,,,,,,,,,,,5.316,56.985,144.369,22495
0,419.25,,,,,,,,,,,6.643,57.025,144.429,22495
0,369.98,,,,,,,,,,,7.9510000000000005,57.065,144.488,22495
0,326.51,,,,,,,,,,,9.241,57.104,144.547,22495
0,288.14,,,,,,,,,,,10.515999999999998,57.141999999999996,144.605,22495
0,254.29,,,,,,,,,,,11.773,57.181000000000004,144.662,22495
0,224.41,192.334,0.813,0.00058748,1.6829e-05,,,2.6254000000000003e-06,1.9817e-06,,,13.015,57.218,144.719,22495
0,198.04,189.982,0.381,0.00036171,1.9861e-05,,,5.8215e-06,4.2563e-06,,,14.243,57.256,144.776,22495
0,174.77,187.63299999999998,0.158,0.00023933,1.9164e-05,,,2.5201999999999997e-05,1.055e-05,,,15.457,57.293,144.832,22495
0,154.23,185.207,0.128,0.00014715,1.6595e-05,,,7.278800000000001e-05,2.1789e-05,,,16.656,57.32899999999999,144.888,22495
0,136.11,182.68099999999998,0.139,7.5884e-05,1.4544000000000002e-05,,,0.00012123,3.0709e-05,,,17.84,57.365,144.94299999999998,22495
0,120.12,180.09599999999998,0.19899999999999998,2.5679e-05,1.1234000000000001e-05,,,0.00014239,2.9923e-05,,,19.008,57.401,144.998,22495
0,106.0,177.61,0.264,4.995e-06,5.0420999999999995e-06,,,0.00014695,1.6835e-05,,,20.160999999999998,57.43600000000001,145.05200000000002,22495
0,93.54700000000001,175.44400000000002,0.309,8.4822e-07,1.4393000000000001e-06,,,0.00016134,9.1361e-06,,,21.3,57.471000000000004,145.106,22495
0,82.555,173.739,0.342,1.5610999999999999e-07,1.0278e-06,,,0.00016846,7.3312e-06,,,22.427,57.506,145.159,22495
0,72.854,172.551,0.392,3.5115e-08,1.0236e-06,,,0.00014288,7.198500000000001e-06,,,23.546,57.54,145.21200000000002,22495
0,64.294,171.729,0.445,7.2533e-09,1.0195e-06,,,8.674799999999999e-05,8.5693e-06,,,24.658,57.575,145.265,22495
0,56.739,170.957,0.442,1.5713e-09,1.0168000000000002e-06,,,4.648e-05,7.9912e-06,,,25.766,57.608999999999995,145.31799999999998,22495
0,50.071999999999996,170.033,0.44,1e-09,1.0184999999999999e-06,,,2.9055e-05,7.1959e-06,,,26.87,57.643,145.372,22495
0,44.188,168.878,0.47600000000000003,1e-09,1.0204e-06,,,2.4824e-05,7.0040999999999996e-06,,,27.967,57.677,145.424,22495
0,38.996,167.532,0.456,1e-09,1.0224e-06,,,3.7145e-05,8.105599999999999e-06,,,29.057,57.71,145.477,22495
0,34.414,166.13,0.35700000000000004,1e-09,1.0243e-06,,,6.737899999999999e-05,8.7567e-06,,,30.139,57.744,145.53,22495
0,30.37,164.77900000000002,0.306,1e-09,1.025e-06,,,9.674e-05,8.455499999999999e-06,,,31.213,57.777,145.582,22495
0,26.802,163.531,0.305,1e-09,1.0251000000000001e-06,,,9.791200000000001e-05,8.107899999999999e-06,,,32.278,57.81,145.634,22495
0,23.651999999999997,162.4,0.37,1e-09,1.0251000000000001e-06,,,5.5576000000000005e-05,8.6562e-06,,,33.336999999999996,57.843,145.687,22495
0,20.873,161.38,0.29600000000000004,1e-09,1.0251000000000001e-06,,,1.5530999999999997e-05,9.5103e-06,,,34.39,57.876000000000005,145.738,22495
0,18.42,160.475,0.22,1e-09,1.0251000000000001e-06,,,3.6039e-06,8.9704e-06,,,35.437,57.908,145.79,22495
0,16.256,159.69799999999998,0.187,,,,,1.0705e-06,7.2108000000000005e-06,,,36.479,57.941,145.842,22495
0,14.345999999999998,159.054,0.193,,,,,,,,,37.516999999999996,57.973,145.894,22495
0,12.66,158.531,0.239,,,,,,,,,38.551,58.005,145.946,22495
0,11.173,158.091,0.20800000000000002,,,,,,,,,39.584,58.038000000000004,145.998,22495
0,9.8597,157.713,0.192,,,,,,,,,40.614000000000004,58.07,146.049,22495
0,8.7012,157.384,0.195,,,,,,,,,41.641999999999996,58.102,146.102,22495
0,7.6788,157.083,0.244,,,,,,,,,42.669,58.135,146.154,22495
0,6.7765,156.72,0.306,,,,,,,,,43.695,58.167,146.20600000000002,22495
0,5.9802,156.131,0.34700000000000003,,,,,,,,,44.718,58.199,146.25799999999998,22495
0,5.2775,155.187,0.38799999999999996,,,,,,,,,45.736999999999995,58.231,146.311,22495
0,4.6574,153.85299999999998,0.452,,,,,,,,,46.748000000000005,58.263000000000005,146.363,22495
0,4.1101,152.26,0.561,,,,,,,,,47.751000000000005,58.295,146.415,22495
0,3.6272,150.76,0.6709999999999999,,,,,,,,,48.744,58.326,146.466,22495
0,3.201,149.73,0.777,,,,,,,,,49.73,58.357,146.518,22495
0,2.8249,149.36,0.887,,,,,,,,,50.711000000000006,58.388000000000005,146.569,22495
0,2.4929,149.701,1.003,,,,,,,,,51.693000000000005,58.419,146.62,22495
0,2.2,150.601,1.06,,,,,,,,,52.68,58.451,146.672,22495
0,1.9415,151.77200000000002,0.981,,,,,,,,,53.674,58.482,146.725,22495
0,1.7134,153.006,0.9470000000000001,,,,,,,,,54.676,58.513999999999996,146.778,22495
0,1.512,154.21,1.004,,,,,,,,,55.687,58.54600000000001,146.832,22495
0,1.3344,155.393,1.153,,,,,,,,,56.707,58.57899999999999,146.886,22495
0,1.1776,156.657,1.053,,,,,,,,,57.735,58.611999999999995,146.941,22495
0,1.0392,158.1,0.924,,,,,,,,,58.773,58.645,146.997,22495
0,0.9171,159.773,0.8959999999999999,,,,,,,,,59.821000000000005,58.678999999999995,147.054,22495
0,0.80934,161.64,1.037,,,,,,,,,60.883,58.713,147.112,22495
0,0.71424,163.436,1.242,,,,,,,,,61.956,58.747,147.17,22495
0,0.63031,164.695,1.364,,,,,,,,,63.041000000000004,58.782,147.22899999999998,22495
0,0.55625,165.03799999999998,1.506,,,,,,,,,64.131,58.817,147.289,22495
0,0.49088999999999994,164.373,1.7890000000000001,,,,,,,,,65.222,58.852,147.35,22495
0,0.43321000000000004,163.006,1.9869999999999999,,,,,,,,,66.306,58.887,147.41,22495
0,0.3823,161.43,2.072,,,,,,,,,67.381,58.922,147.469,22495
0,0.33738,159.961,2.218,,,,,,,,,68.447,58.956,147.529,22495
0,0.29774,158.716,2.696,,,,,,,,,69.50399999999999,58.99100000000001,147.588,22495
0,0.26275,157.67,2.918,,,,,,,,,70.554,59.025,147.64700000000002,22495
0,0.23188000000000003,156.792,2.6069999999999998,,,,,,,,,71.59899999999999,59.059,147.70600000000002,22495
0,0.20463,156.12,2.4619999999999997,,,,,,,,,72.639,59.092,147.765,22495
0,0.18059,155.666,2.622,,,,,,,,,73.676,59.126000000000005,147.825,22495
0,0.15937,155.355,3.1639999999999997,,,,,,,,,74.711,59.16,147.884,22495
0,0.14064000000000002,155.006,3.175,,,,,,,,,75.744,59.193999999999996,147.94299999999998,22495
0,0.12412000000000001,154.439,3.173,,,,,,,,,76.775,59.227,148.003,22495
0,0.10953,153.58,3.543,,,,,,,,,77.80199999999999,59.261,148.062,22495
0,0.096661,152.536,4.41,,,,,,,,,78.82300000000001,59.294,148.122,22495
0,0.085303,151.661,4.994,,,,,,,,,79.83800000000001,59.328,148.181,22495
0,0.07528,151.362,5.127000000000001,,,,,,,,,80.85,59.361000000000004,148.24,22495
0,0.066434,151.85299999999998,5.172999999999999,,,,,,,,,81.863,59.394,148.3,22495
0,0.058628,153.082,5.334,,,,,,,,,82.882,59.428000000000004,148.36,22495
0,0.051739,154.597,5.377000000000001,,,,,,,,,83.912,59.461999999999996,148.421,22495
0,0.04566,155.696,5.24,,,,,,,,,84.95,59.496,148.483,22495
0,0.040293999999999996,155.819,5.425,,,,,,,,,85.994,59.531000000000006,148.546,22495
0,0.03556,154.826,6.167000000000001,,,,,,,,,87.035,59.565,148.608,22495
0,0.031381,153.165,6.636,,,,,,,,,88.068,59.6,148.671,22495
0,0.027694,151.49,6.678999999999999,,,,,,,,,89.09,59.633,148.733,22495
0,0.02444,150.183,6.898,,,,,,,,,90.103,59.667,148.79399999999998,22495
0,0.021568,149.335,8.038,,,,,,,,,91.109,59.701,148.856,22495
0,0.019034,148.82299999999998,9.465,,,,,,,,,92.111,59.733999999999995,148.917,22495
0,0.016797,148.50799999999998,10.515999999999998,,,,,,,,,93.111,59.766999999999996,148.97899999999998,22495
0,0.014824,148.312,11.328,,,,,,,,,94.11,59.801,149.041,22495
0,0.013082,148.183,12.026,,,,,,,,,95.10799999999999,59.833999999999996,149.10299999999998,22495
0,0.011545,,,,,,,,,,,96.10600000000001,59.868,149.165,22495
0,0.010188,,,,,,,,,,,97.104,59.901,149.22799999999998,22495
0,0.0089909,,,,,,,,,,,98.103,59.935,149.291,22495
0,0.0079345,,,,,,,,,,,99.101,59.968,149.35399999999998,22495
0,0.0070021,,,,,,,,,,,100.1,60.001999999999995,149.418,22495
0,0.0061794,,,,,,,,,,,101.09899999999999,60.036,149.481,22495
