line_qual,Date,UTC,SCLK,L_s,Solar_dist,Orb_num,Gqual,Solar_lat,Solar_lon,Solar_zen,LTST,Profile_lat,Profile_lon,Profile_rad,Profile_alt,Limb_ang,Are_rad,Surf_lat,Surf_lon,Surf_rad,T_surf,T_surf_err,T_near_surf,T_near_surf_err,Dust_column,Dust_column_err,H2Ovap_column,H2Ovap_column_err,H2Oice_column,H2Oice_column_err,CO2ice_column,CO2ice_column_err,p_surf,p_surf_err,p_ret_alt,p_ret,p_ret_err,Rqual,P_qual,T_qual,Dust_qual,H2Ovap_qual,H2Oice_qual,CO2ice_qual,surf_qual,Obs_qual,Ref_SCLK_0,Ref_SCLK_1,Ref_SCLK_2,Ref_SCLK_3,Ref_SCLK_4,Ref_SCLK_5,Ref_SCLK_6,Ref_SCLK_7,Ref_SCLK_8,Ref_SCLK_9,Ref_Date_0,Ref_UTC_0,Ref_Date_1,Ref_UTC_1,Ref_Date_2,Ref_UTC_2,Ref_Date_3,Ref_UTC_3,Ref_Date_4,Ref_UTC_4,Ref_Date_5,Ref_UTC_5,Ref_Date_6,Ref_UTC_6,Ref_Date_7,Ref_UTC_7,Ref_Date_8,Ref_UTC_8,Ref_Date_9,Ref_UTC_9,Prof#,Orb_Prof
0,01-Dec-2015,01:39:03.639,1133401185.499,75.51166,249162662.905,43808,0,24.34,-63.39799,108.3374,0.185584,5.88758,-176.5878,3434.752,42.772,-0.0634,3395.06,5.5725,-174.81078,3392.386,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,0,9,3,3,9,3,9,-9999,5,1133401181.403,1133401183.451,1133401185.499,1133401187.547,1133401189.595,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,01:38:59.543,01-Dec-2015,01:39:01.591,01-Dec-2015,01:39:03.639,01-Dec-2015,01:39:05.687,01-Dec-2015,01:39:07.735,,,,,,,,,,,142,143
0,01-Dec-2015,01:41:20.854,1133401322.714,75.51235,249162639.03,43808,0,24.34,-63.95438,111.921,0.184105,-0.9502,-177.67659,3433.065,40.005,-0.0596,3395.3,-1.17089,-175.98129,3393.329,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,37.0,16.9453,2.0458,0,0,2,2,9,2,9,-9999,5,1133401318.618,1133401320.666,1133401322.714,1133401324.762,1133401326.81,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,01:41:16.758,01-Dec-2015,01:41:18.806,01-Dec-2015,01:41:20.854,01-Dec-2015,01:41:22.902,01-Dec-2015,01:41:24.950,,,,,,,,,,,146,147
0,01-Dec-2015,05:24:03.969,1133414685.831,75.57989,249160292.365,43810,0,24.348,-118.15159,109.2524,0.185223,4.16898,128.52859,3433.352,39.512,-0.0626,3395.8,3.89238,130.18564,3394.008,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28.0,47.7937,0.5356,0,0,2,2,9,2,9,-9999,5,1133414681.735,1133414683.783,1133414685.831,1133414687.879,1133414689.927,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,05:23:59.873,01-Dec-2015,05:24:01.922,01-Dec-2015,05:24:03.969,01-Dec-2015,05:24:06.018,01-Dec-2015,05:24:08.064,,,,,,,,,,,506,150
0,01-Dec-2015,05:26:21.186,1133414823.046,75.58059,249160267.948,43811,0,24.348,-118.7084,112.71999,0.183938,-2.67419,127.50921,3431.423,34.143,-0.058,3395.9,-2.84861,128.96851,3397.559,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.0,37.2466,1.2181,0,0,2,2,9,2,9,-9999,5,1133414818.95,1133414820.998,1133414823.046,1133414825.094,1133414827.142,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,05:26:17.090,01-Dec-2015,05:26:19.137,01-Dec-2015,05:26:21.186,01-Dec-2015,05:26:23.232,01-Dec-2015,05:26:25.281,,,,,,,,,,,510,1
0,01-Dec-2015,05:28:38.400,1133414960.261,75.58128,249160243.701,43811,0,24.348,-119.2646,115.7322,0.183236,-9.52357,126.7004,3431.649,34.389,-0.0518,3395.46,-9.63249,128.22769,3397.215,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.0,48.2406,0.421,0,0,2,2,9,2,9,-9999,5,1133414956.165,1133414958.213,1133414960.261,1133414962.309,1133414964.357,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,05:28:34.305,01-Dec-2015,05:28:36.352,01-Dec-2015,05:28:38.400,01-Dec-2015,05:28:40.447,01-Dec-2015,05:28:42.496,,,,,,,,,,,514,5
0,01-Dec-2015,07:16:38.230,1133421440.092,75.61403,249159092.618,43811,0,24.352,-145.54538,109.99341,0.184709,2.91439,100.95,3434.099,38.479,-0.0842,3396.1,2.65527,102.57994,3395.67,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,0,9,3,3,9,3,9,-9999,5,1133421435.996,1133421438.044,1133421440.092,1133421442.14,1133421444.188,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,07:16:34.135,01-Dec-2015,07:16:36.184,01-Dec-2015,07:16:38.230,01-Dec-2015,07:16:40.279,01-Dec-2015,07:16:42.326,,,,,,,,,,,692,183
0,01-Dec-2015,07:18:55.447,1133421577.307,75.61472,249159068.191,43812,0,24.352,-146.10159,113.29099,0.183846,-3.95079,100.0828,3429.932,32.552,-0.08,3396.1,-4.10663,101.48071,3397.656,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,0,9,3,3,9,3,9,-9999,5,1133421573.211,1133421575.259,1133421577.307,1133421579.355,1133421581.403,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,07:18:51.350,01-Dec-2015,07:18:53.398,01-Dec-2015,07:18:55.445,01-Dec-2015,07:18:57.494,01-Dec-2015,07:18:59.543,,,,,,,,,,,696,1
0,01-Dec-2015,09:06:49.133,1133428050.994,75.64744,249157909.839,43812,0,24.356,-172.35739,106.6436,0.186678,8.71337,74.84679,3432.804,36.224,-0.0868,3395.9,8.40966,76.38031,3396.151,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,0,9,3,3,9,3,9,-9999,5,1133428046.898,1133428048.946,1133428050.994,1133428053.042,1133428055.09,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,09:06:45.035,01-Dec-2015,09:06:47.086,01-Dec-2015,09:06:49.133,01-Dec-2015,09:06:51.180,01-Dec-2015,09:06:53.227,,,,,,,,,,,874,113
0,01-Dec-2015,09:09:06.344,1133428188.21,75.64814,249157885.055,43812,0,24.356,-172.91379,110.51699,0.184514,1.89879,73.5114,3433.368,35.728,-0.083,3396.3,1.6681,75.03308,3397.635,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,0,9,3,3,9,3,9,-9999,5,1133428184.114,1133428186.162,1133428188.21,1133428190.257,1133428192.305,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,09:09:02.250,01-Dec-2015,09:09:04.301,01-Dec-2015,09:09:06.348,01-Dec-2015,09:09:08.395,01-Dec-2015,09:09:10.441,,,,,,,,,,,878,117
0,01-Dec-2015,09:11:23.562,1133428325.425,75.64883,249157860.445,43813,0,24.356,-173.4704,113.7332,0.183789,-4.96719,72.6938,3429.333,32.373,-0.078,3396.2,-5.10581,74.02771,3398.678,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,0,9,3,3,9,3,9,-9999,5,1133428321.329,1133428323.377,1133428325.425,1133428327.473,1133428329.521,-9999.0,-9999.0,-9999,-9999,-9999,01-Dec-2015,09:11:19.469,01-Dec-2015,09:11:21.516,01-Dec-2015,09:11:23.562,01-Dec-2015,09:11:25.609,01-Dec-2015,09:11:27.660,,,,,,,,,,,882,2
