line_qual,Date,UTC,SCLK,L_s,Solar_dist,Orb_num,Gqual,Solar_lat,Solar_lon,Solar_zen,LTST,Profile_lat,Profile_lon,Profile_rad,Profile_alt,Limb_ang,Are_rad,Surf_lat,Surf_lon,Surf_rad,T_surf,T_surf_err,T_near_surf,T_near_surf_err,Dust_column,Dust_column_err,H2Ovap_column,H2Ovap_column_err,H2Oice_column,H2Oice_column_err,CO2ice_column,CO2ice_column_err,p_surf,p_surf_err,p_ret_alt,p_ret,p_ret_err,Rqual,P_qual,T_qual,Dust_qual,H2Ovap_qual,H2Oice_qual,CO2ice_qual,surf_qual,Obs_qual,Ref_SCLK_0,Ref_SCLK_1,Ref_SCLK_2,Ref_SCLK_3,Ref_SCLK_4,Ref_SCLK_5,Ref_SCLK_6,Ref_SCLK_7,Ref_SCLK_8,Ref_SCLK_9,Ref_Date_0,Ref_UTC_0,Ref_Date_1,Ref_UTC_1,Ref_Date_2,Ref_UTC_2,Ref_Date_3,Ref_UTC_3,Ref_Date_4,Ref_UTC_4,Ref_Date_5,Ref_UTC_5,Ref_Date_6,Ref_UTC_6,Ref_Date_7,Ref_UTC_7,Ref_Date_8,Ref_UTC_8,Ref_Date_9,Ref_UTC_9,Prof#,Orb_Prof
0,01-Oct-2015,00:13:20.968,1128125642.335,48.74952,247328385.964,43025,0,18.666,93.7326,77.942,0.626331,-47.81836,139.21173,3425.635,37.455,0.3864,3386.26,-47.90796,138.60799,3387.744,177.361,0.038,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,33.2866,0.2408,0,0,1,2,9,2,9,-9999,0,1128125638.239,1128125640.287,1128125642.335,1128125644.383,1128125646.43,1128125832.797,1128125830.749,-9999,-9999,-9999,01-Oct-2015,00:13:16.872,01-Oct-2015,00:13:18.920,01-Oct-2015,00:13:20.968,01-Oct-2015,00:13:23.016,01-Oct-2015,00:13:25.064,01-Oct-2015,00:16:31.431,01-Oct-2015,00:16:29.383,,,,,,,22,23
0,01-Oct-2015,00:14:28.552,1128125709.918,48.74986,247328443.562,43025,0,18.666,93.4586,75.1226,0.625194,-44.1836,138.52853,3427.147,37.107,0.3856,3387.4,-44.13248,137.95949,3389.582,183.969,0.036,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,30.3268,0.5663,0,0,1,2,9,2,9,-9999,0,1128125705.822,1128125707.87,1128125709.918,1128125711.966,1128125714.014,1128125900.381,1128125902.429,-9999,-9999,-9999,01-Oct-2015,00:14:24.456,01-Oct-2015,00:14:26.504,01-Oct-2015,00:14:28.552,01-Oct-2015,00:14:30.600,01-Oct-2015,00:14:32.648,01-Oct-2015,00:17:39.014,01-Oct-2015,00:17:41.062,,,,,,,24,25
0,01-Oct-2015,00:15:38.183,1128125779.55,48.75022,247328503.726,43025,0,18.666,93.1762,72.247,0.62417,-40.43982,137.87733,3428.729,38.749,0.3838,3388.5,-40.259,137.285,3389.869,195.323,0.049,175.669,1.923,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.0,35.0911,0.3761,0,0,0,3,9,3,9,-9999,0,1128125775.454,1128125777.502,1128125779.55,1128125781.598,1128125783.646,1128126004.828,-9999.0,-9999,-9999,-9999,01-Oct-2015,00:15:34.087,01-Oct-2015,00:15:36.135,01-Oct-2015,00:15:38.183,01-Oct-2015,00:15:40.231,01-Oct-2015,00:15:42.279,01-Oct-2015,00:19:23.462,,,,,,,,,26,27
0,01-Oct-2015,00:16:45.767,1128125847.133,48.75057,247328562.17,43025,0,18.666,92.902,69.4916,0.62328,-36.81025,137.28294,3430.316,39.396,0.3814,3389.56,-38.29948,137.0385,3390.05,201.053,0.034,171.839,4.194,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.0,49.3041,0.5783,0,0,0,2,9,2,9,-9999,0,1128125843.037,1128125845.085,1128125847.133,1128125849.181,1128125851.229,1128126010.972,1128126008.924,-9999,-9999,-9999,01-Oct-2015,00:16:41.671,01-Oct-2015,00:16:43.719,01-Oct-2015,00:16:45.767,01-Oct-2015,00:16:47.815,01-Oct-2015,00:16:49.863,01-Oct-2015,00:19:29.606,01-Oct-2015,00:19:27.558,,,,,,,28,29
0,01-Oct-2015,00:17:55.398,1128125916.765,48.75092,247328621.486,43025,0,18.666,92.61961,66.69279,0.622449,-33.07106,136.70137,3431.93,39.79,0.3804,3390.64,-34.52048,136.483,3391.368,205.029,0.033,208.633,2.043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.0,53.3514,0.6205,0,0,0,2,9,2,9,-9999,0,1128125912.669,1128125914.717,1128125916.765,1128125918.813,1128125920.861,1128126080.604,1128126078.556,-9999,-9999,-9999,01-Oct-2015,00:17:51.302,01-Oct-2015,00:17:53.350,01-Oct-2015,00:17:55.398,01-Oct-2015,00:17:57.446,01-Oct-2015,00:17:59.494,01-Oct-2015,00:20:39.237,01-Oct-2015,00:20:37.189,,,,,,,30,31
0,01-Oct-2015,00:20:16.709,1128126058.076,48.75165,247328743.527,43025,0,18.666,92.0464,64.4572,0.550451,-43.59964,110.2089,3426.04,37.76,-0.0654,3387.74,-43.21015,108.09899,3389.061,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.0,33.3177,0.5233,0,0,3,3,9,3,9,-9999,5,1128126053.98,1128126056.028,1128126058.076,1128126060.124,1128126062.172,-9999.0,-9999.0,-9999,-9999,-9999,01-Oct-2015,00:20:12.614,01-Oct-2015,00:20:14.662,01-Oct-2015,00:20:16.709,01-Oct-2015,00:20:18.757,01-Oct-2015,00:20:20.805,,,,,,,,,,,33,34
0,01-Oct-2015,00:22:33.925,1128126195.291,48.75235,247328861.279,43025,0,18.666,91.4898,58.8036,0.556331,-36.93747,111.76905,3427.237,37.117,-0.0628,3389.74,-36.67025,109.84991,3391.168,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,40.843,0.3822,0,0,2,2,9,2,9,-9999,5,1128126191.195,1128126193.243,1128126195.291,1128126197.339,1128126199.387,-9999.0,-9999.0,-9999,-9999,-9999,01-Oct-2015,00:22:29.829,01-Oct-2015,00:22:31.877,01-Oct-2015,00:22:33.925,01-Oct-2015,00:22:35.973,01-Oct-2015,00:22:38.021,,,,,,,,,,,37,38
0,01-Oct-2015,02:05:01.982,1128132343.349,48.78389,247334141.765,43026,0,18.676,66.5528,79.304,0.627136,-49.50675,112.3219,3425.145,37.385,0.3856,3385.94,-48.94697,111.05998,3388.162,175.332,0.038,173.81,2.033,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,28.9046,0.2626,0,0,0,2,9,2,9,-9999,0,1128132339.253,1128132341.301,1128132343.349,1128132345.397,1128132347.445,1128132544.052,1128132546.1,-9999,-9999,-9999,01-Oct-2015,02:04:57.886,01-Oct-2015,02:04:59.934,01-Oct-2015,02:05:01.982,01-Oct-2015,02:05:04.030,01-Oct-2015,02:05:06.078,01-Oct-2015,02:08:22.685,01-Oct-2015,02:08:24.733,,,,,,,210,55
0,01-Oct-2015,02:06:05.470,1128132406.837,48.78421,247334195.845,43026,0,18.676,66.2954,76.6446,0.625977,-46.09258,111.64712,3426.531,37.851,0.385,3386.96,-45.59597,110.24449,3387.518,181.036,0.037,173.912,1.923,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.0,34.0871,0.3402,0,0,0,3,9,3,9,-9999,0,1128132402.741,1128132404.789,1128132406.837,1128132408.885,1128132410.933,1128132605.492,1128132607.54,-9999,-9999,-9999,01-Oct-2015,02:06:01.374,01-Oct-2015,02:06:03.422,01-Oct-2015,02:06:05.470,01-Oct-2015,02:06:07.518,01-Oct-2015,02:06:09.566,01-Oct-2015,02:09:24.125,01-Oct-2015,02:09:26.173,,,,,,,212,57
0,01-Oct-2015,02:06:36.190,1128132437.557,48.78437,247334222.449,43026,0,18.676,66.1706,75.3554,0.625313,-44.46559,111.28328,3427.654,39.354,0.7432,3387.46,-43.91348,109.85949,3387.947,184.887,0.036,180.627,1.699,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,34.6363,1.0583,0,0,0,3,9,3,9,-9999,0,1128132433.461,1128132435.509,1128132437.557,1128132439.605,1128132441.653,1128132636.211,1128132638.259,-9999,-9999,-9999,01-Oct-2015,02:06:32.094,01-Oct-2015,02:06:34.142,01-Oct-2015,02:06:36.190,01-Oct-2015,02:06:38.238,01-Oct-2015,02:06:40.286,01-Oct-2015,02:09:54.845,01-Oct-2015,02:09:56.893,,,,,,,213,58
