line_qual,Date,UTC,SCLK,L_s,Solar_dist,Orb_num,Gqual,Solar_lat,Solar_lon,Solar_zen,LTST,Profile_lat,Profile_lon,Profile_rad,Profile_alt,Limb_ang,Are_rad,Surf_lat,Surf_lon,Surf_rad,T_surf,T_surf_err,T_near_surf,T_near_surf_err,Dust_column,Dust_column_err,H2Ovap_column,H2Ovap_column_err,H2Oice_column,H2Oice_column_err,CO2ice_column,CO2ice_column_err,p_surf,p_surf_err,p_ret_alt,p_ret,p_ret_err,Rqual,P_qual,T_qual,Dust_qual,H2Ovap_qual,H2Oice_qual,CO2ice_qual,surf_qual,Obs_qual,Ref_SCLK_0,Ref_SCLK_1,Ref_SCLK_2,Ref_SCLK_3,Ref_SCLK_4,Ref_SCLK_5,Ref_SCLK_6,Ref_SCLK_7,Ref_SCLK_8,Ref_SCLK_9,Ref_Date_0,Ref_UTC_0,Ref_Date_1,Ref_UTC_1,Ref_Date_2,Ref_UTC_2,Ref_Date_3,Ref_UTC_3,Ref_Date_4,Ref_UTC_4,Ref_Date_5,Ref_UTC_5,Ref_Date_6,Ref_UTC_6,Ref_Date_7,Ref_UTC_7,Ref_Date_8,Ref_UTC_8,Ref_Date_9,Ref_UTC_9,Prof#,Orb_Prof
0,01-Aug-2015,01:33:20.536,1122860041.634,21.04912,240385406.311,42243,0,8.795,-148.04478,129.1282,0.978372,-59.32163,24.1691,3422.65,38.39,0.0924,3382.94,-58.37731,21.86278,3385.216,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.0,85.2671,1.0064,0,0,3,3,9,3,9,-9999,3,1122860037.538,1122860039.586,1122860041.634,1122860043.682,1122860045.73,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,01:33:16.440,01-Aug-2015,01:33:18.488,01-Aug-2015,01:33:20.536,01-Aug-2015,01:33:22.584,01-Aug-2015,01:33:24.632,,,,,,,,,,,129,29
0,01-Aug-2015,01:35:37.751,1122860178.85,21.04987,240385643.924,42243,0,8.795,-148.60139,123.0882,0.946352,-64.02428,12.08531,3423.421,40.561,0.1012,3381.7,-62.77654,9.79396,3383.547,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.0,58.3232,0.9852,0,0,2,2,9,2,9,-9999,3,1122860174.754,1122860176.802,1122860178.85,1122860180.898,1122860182.946,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,01:35:33.656,01-Aug-2015,01:35:35.704,01-Aug-2015,01:35:37.752,01-Aug-2015,01:35:39.800,01-Aug-2015,01:35:41.848,,,,,,,,,,,133,33
0,01-Aug-2015,03:24:47.216,1122866728.314,21.08543,240397000.948,42244,0,8.809,-175.16739,130.97279,0.986468,-57.69081,-0.03897,3424.323,39.223,0.091,3383.28,-56.77661,-2.42793,3385.629,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.0,93.886,1.54,0,0,3,3,9,3,9,-9999,3,1122866724.218,1122866726.266,1122866728.314,1122866730.362,1122866732.41,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,03:24:43.120,01-Aug-2015,03:24:45.168,01-Aug-2015,03:24:47.216,01-Aug-2015,03:24:49.264,01-Aug-2015,03:24:51.312,,,,,,,,,,,300,29
0,01-Aug-2015,03:27:04.431,1122866865.529,21.08617,240397238.435,42244,0,8.809,-175.72398,124.9448,0.957706,-62.74585,-10.94992,3424.904,41.564,0.0936,3381.9,-61.53433,-13.42372,3383.807,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.0,88.4384,1.6373,0,0,2,2,9,2,9,-9999,3,1122866861.433,1122866863.481,1122866865.529,1122866867.577,1122866869.625,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,03:27:00.335,01-Aug-2015,03:27:02.383,01-Aug-2015,03:27:04.431,01-Aug-2015,03:27:06.479,01-Aug-2015,03:27:08.527,,,,,,,,,,,304,33
0,01-Aug-2015,05:18:27.016,1122873548.113,21.12245,240408819.841,42245,0,8.824,157.17,127.18739,0.969535,-61.00463,-33.79741,3423.228,40.088,0.0924,3382.24,-59.94456,-36.20426,3384.045,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.0,99.9885,1.0788,0,0,3,3,9,3,9,-9999,3,1122873544.017,1122873546.065,1122873548.113,1122873550.161,1122873552.209,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,05:18:22.920,01-Aug-2015,05:18:24.967,01-Aug-2015,05:18:27.016,01-Aug-2015,05:18:29.062,01-Aug-2015,05:18:31.111,,,,,,,,,,,480,34
0,01-Aug-2015,05:20:44.230,1122873685.329,21.1232,240409057.199,42245,0,8.824,156.6134,121.12801,0.933781,-65.30791,-47.2253,3424.147,43.147,0.0992,3381.18,-63.9165,-49.47949,3382.337,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.0,52.3776,1.1916,0,0,3,3,9,3,9,-9999,3,1122873681.233,1122873683.281,1122873685.329,1122873687.377,1122873689.425,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,05:20:40.135,01-Aug-2015,05:20:42.182,01-Aug-2015,05:20:44.230,01-Aug-2015,05:20:46.277,01-Aug-2015,05:20:48.326,,,,,,,,,,,484,38
0,01-Aug-2015,07:10:01.887,1122880242.985,21.15879,240420414.159,42246,0,8.839,130.01399,128.9574,0.978186,-59.53402,-57.83908,3423.232,39.572,0.0918,3382.6,-58.54302,-60.26192,3384.183,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.0,111.7216,2.5585,0,0,3,3,9,3,9,-9999,3,1122880238.889,1122880240.937,1122880242.985,1122880245.033,1122880247.081,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,07:09:57.789,01-Aug-2015,07:09:59.838,01-Aug-2015,07:10:01.887,01-Aug-2015,07:10:03.934,01-Aug-2015,07:10:05.982,,,,,,,,,,,638,30
0,01-Aug-2015,07:12:19.100,1122880380.2,21.15954,240420653.096,42246,0,8.839,129.4574,122.9128,0.945835,-64.22747,-70.04207,3423.894,41.054,0.0946,3381.46,-62.96981,-72.35298,3383.822,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.0,93.5054,1.1183,0,0,2,2,9,2,9,-9999,3,1122880376.104,1122880378.152,1122880380.2,1122880382.248,1122880384.296,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,07:12:15.006,01-Aug-2015,07:12:17.053,01-Aug-2015,07:12:19.102,01-Aug-2015,07:12:21.148,01-Aug-2015,07:12:23.197,,,,,,,,,,,642,34
0,01-Aug-2015,09:01:28.562,1122886929.665,21.19509,240431990.138,42247,0,8.853,102.8914,131.0854,0.98722,-57.63761,-81.70935,3424.007,40.147,0.0904,3383.2,-56.73713,-84.08411,3385.636,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.0,81.0782,0.8818,0,0,3,3,9,3,9,-9999,3,1122886925.569,1122886927.617,1122886929.665,1122886931.713,1122886933.761,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,09:01:24.469,01-Aug-2015,09:01:26.518,01-Aug-2015,09:01:28.564,01-Aug-2015,09:01:30.613,01-Aug-2015,09:01:32.660,,,,,,,,,,,799,28
0,01-Aug-2015,09:03:45.781,1122887066.88,21.19583,240432227.242,42247,0,8.8536,102.3348,125.06081,0.958644,-62.72085,-92.55332,3424.477,41.177,0.0938,3381.88,-61.5431,-94.98714,3384.256,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.0,97.4029,1.3332,0,0,3,3,9,3,9,-9999,3,1122887062.784,1122887064.832,1122887066.88,1122887068.928,1122887070.976,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,09:03:41.686,01-Aug-2015,09:03:43.732,01-Aug-2015,09:03:45.781,01-Aug-2015,09:03:47.828,01-Aug-2015,09:03:49.877,,,,,,,,,,,803,32
0,01-Aug-2015,10:52:38.859,1122893599.96,21.23128,240443530.543,42248,0,8.868,75.8354,133.79642,0.997707,-55.06622,-104.99007,3427.231,40.851,0.0902,3384.02,-54.18416,-107.5269,3386.044,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.0,34.9716,0.7411,0,0,3,3,9,3,9,-9999,3,1122893595.864,1122893597.912,1122893599.96,1122893602.008,1122893604.056,-9999.0,-9999.0,-9999,-9999,-9999,01-Aug-2015,10:52:34.766,01-Aug-2015,10:52:36.812,01-Aug-2015,10:52:38.859,01-Aug-2015,10:52:40.910,01-Aug-2015,10:52:42.957,,,,,,,,,,,966,26
