line_qual,Date,UTC,SCLK,L_s,Solar_dist,Orb_num,Gqual,Solar_lat,Solar_lon,Solar_zen,LTST,Profile_lat,Profile_lon,Profile_rad,Profile_alt,Limb_ang,Are_rad,Surf_lat,Surf_lon,Surf_rad,T_surf,T_surf_err,T_near_surf,T_near_surf_err,Dust_column,Dust_column_err,H2Ovap_column,H2Ovap_column_err,H2Oice_column,H2Oice_column_err,CO2ice_column,CO2ice_column_err,p_surf,p_surf_err,p_ret_alt,p_ret,p_ret_err,Rqual,P_qual,T_qual,Dust_qual,H2Ovap_qual,H2Oice_qual,CO2ice_qual,surf_qual,Obs_qual,Ref_SCLK_0,Ref_SCLK_1,Ref_SCLK_2,Ref_SCLK_3,Ref_SCLK_4,Ref_SCLK_5,Ref_SCLK_6,Ref_SCLK_7,Ref_SCLK_8,Ref_SCLK_9,Ref_Date_0,Ref_UTC_0,Ref_Date_1,Ref_UTC_1,Ref_Date_2,Ref_UTC_2,Ref_Date_3,Ref_UTC_3,Ref_Date_4,Ref_UTC_4,Ref_Date_5,Ref_UTC_5,Ref_Date_6,Ref_UTC_6,Ref_Date_7,Ref_UTC_7,Ref_Date_8,Ref_UTC_8,Ref_Date_9,Ref_UTC_9,Prof#,Orb_Prof
0,01-Apr-2016,02:56:56.232,1143946659.277,130.78649,237145706.521,45375,0,18.802,8.3764,70.3428,0.728527,54.54022,90.6461,3427.104,46.724,0.1026,3384.66,53.99123,93.56243,3380.558,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.0,56.4251,0.4103,0,0,2,2,9,2,9,-9999,3,1143946655.181,1143946657.229,1143946659.277,1143946661.325,1143946663.373,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,02:56:52.136,01-Apr-2016,02:56:54.184,01-Apr-2016,02:56:56.232,01-Apr-2016,02:56:58.280,01-Apr-2016,02:57:00.328,,,,,,,,,,,274,126
0,01-Apr-2016,02:59:54.407,1143946837.452,130.78749,237145358.803,45375,0,18.802,7.6538,74.1034,0.753438,61.6386,98.89161,3429.51,51.13,0.0976,3382.52,60.68909,102.32745,3378.768,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.0,54.1643,0.4338,0,0,2,2,9,2,9,-9999,3,1143946833.356,1143946835.404,1143946837.452,1143946839.5,1143946841.548,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,02:59:50.311,01-Apr-2016,02:59:52.359,01-Apr-2016,02:59:54.407,01-Apr-2016,02:59:56.455,01-Apr-2016,02:59:58.503,,,,,,,,,,,278,130
0,01-Apr-2016,03:02:11.622,1143946974.667,130.78825,237145091.173,45375,0,18.802,7.0974,77.669,0.783947,66.11526,109.31835,3425.964,48.784,0.0972,3381.3,64.90964,112.46731,3377.44,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.0,53.4644,0.3021,0,0,2,2,9,2,9,-9999,3,1143946970.571,1143946972.619,1143946974.667,1143946976.715,1143946978.763,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,03:02:07.526,01-Apr-2016,03:02:09.574,01-Apr-2016,03:02:11.622,01-Apr-2016,03:02:13.670,01-Apr-2016,03:02:15.718,,,,,,,,,,,282,134
0,01-Apr-2016,04:54:41.791,1143953724.836,130.82591,237131902.729,45376,0,18.791,-20.27859,78.2488,0.789455,66.64908,83.92512,3427.157,49.857,0.0968,3381.2,65.3725,87.06306,3377.79,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,78.2131,0.7356,0,0,2,2,9,2,9,-9999,3,1143953720.74,1143953722.788,1143953724.836,1143953726.884,1143953728.932,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,04:54:37.695,01-Apr-2016,04:54:39.742,01-Apr-2016,04:54:41.791,01-Apr-2016,04:54:43.840,01-Apr-2016,04:54:45.887,,,,,,,,,,,481,104
0,01-Apr-2016,06:42:33.432,1143960196.478,130.86202,237119252.705,45377,0,18.78,-46.52539,71.91859,0.737864,57.54862,39.10579,3428.635,49.095,0.1048,3383.46,56.83978,42.26591,3379.968,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,75.0492,0.4876,0,0,2,2,9,2,9,-9999,3,1143960192.382,1143960194.43,1143960196.478,1143960198.526,1143960200.574,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,06:42:29.336,01-Apr-2016,06:42:31.385,01-Apr-2016,06:42:33.432,01-Apr-2016,06:42:35.480,01-Apr-2016,06:42:37.527,,,,,,,,,,,668,132
0,01-Apr-2016,06:45:31.607,1143960374.653,130.86302,237118904.719,45377,0,18.78,-47.24779,75.9836,0.768418,64.18362,49.38285,3430.735,53.075,0.1018,3381.84,63.01625,52.94385,3378.074,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,75.7413,0.3814,0,0,2,2,9,2,9,-9999,3,1143960370.557,1143960372.605,1143960374.653,1143960376.701,1143960378.749,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,06:45:27.512,01-Apr-2016,06:45:29.559,01-Apr-2016,06:45:31.607,01-Apr-2016,06:45:33.654,01-Apr-2016,06:45:35.703,,,,,,,,,,,672,136
0,01-Apr-2016,06:47:48.822,1143960511.868,130.86378,237118636.882,45377,0,18.78,-47.80439,79.8336,0.805632,67.92909,62.22309,3424.538,47.838,0.1022,3381.0,66.59199,64.97801,3377.174,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.0,34.2558,0.4876,0,0,2,2,9,2,9,-9999,3,1143960507.772,1143960509.82,1143960511.868,1143960513.916,1143960515.964,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,06:47:44.727,01-Apr-2016,06:47:46.773,01-Apr-2016,06:47:48.822,01-Apr-2016,06:47:50.869,01-Apr-2016,06:47:52.918,,,,,,,,,,,676,140
0,01-Apr-2016,08:33:21.203,1143966844.247,130.89912,237106253.822,45378,0,18.769,-73.48599,70.237,0.727669,53.99602,8.47491,3426.805,46.985,0.1064,3384.22,53.46033,11.36737,3380.213,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.0,55.2392,0.2859,0,0,2,2,9,2,9,-9999,3,1143966840.151,1143966842.199,1143966844.247,1143966846.295,1143966848.343,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,08:33:17.105,01-Apr-2016,08:33:19.154,01-Apr-2016,08:33:21.201,01-Apr-2016,08:33:23.250,01-Apr-2016,08:33:25.299,,,,,,,,,,,851,61
0,01-Apr-2016,08:35:38.418,1143966981.463,130.89989,237105985.887,45378,0,18.769,-74.04259,73.1396,0.745788,59.53762,14.44091,3426.125,47.845,0.1026,3382.72,58.754,17.56133,3378.738,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.0,90.4094,0.5397,0,0,2,2,9,2,9,-9999,3,1143966977.367,1143966979.415,1143966981.463,1143966983.511,1143966985.559,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,08:35:34.320,01-Apr-2016,08:35:36.369,01-Apr-2016,08:35:38.418,01-Apr-2016,08:35:40.465,01-Apr-2016,08:35:42.514,,,,,,,,,,,855,65
0,01-Apr-2016,08:38:36.594,1143967159.638,130.90088,237105637.766,45378,0,18.769,-74.76519,77.2936,0.780393,65.82786,26.17616,3430.796,53.916,0.1018,3381.26,64.51333,29.71627,3377.415,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.0,74.7515,0.4398,0,0,2,2,9,2,9,-9999,3,1143967155.542,1143967157.59,1143967159.638,1143967161.686,1143967163.734,-9999.0,-9999.0,-9999,-9999,-9999,01-Apr-2016,08:38:32.496,01-Apr-2016,08:38:34.545,01-Apr-2016,08:38:36.592,01-Apr-2016,08:38:38.641,01-Apr-2016,08:38:40.688,,,,,,,,,,,859,69
